Name,CVE,Description,Reference,Path,Type,Role,Runtime_lang,Startup
python,CVE-2017-8291,Python PIL/Pillow Remote Command Execution by GhostScript GhostButt,http://blog.neargle.com/2017/09/28/Exploiting-Python-PIL-Module-Command-Execution-Vulnerability/; https://nvd.nist.gov/vuln/detail/CVE-2017-8291; https://www.ghostscript.com/security-advisories.html,source/vulhub/python/PIL-CVE-2017-8291,RCE,Jump_host,Python,docker compose up
python,CVE-2018-16509,Python PIL/Pillow Remote Command Execution by GhostScript,https://seclists.org/oss-sec/2018/q3/142; https://github.com/python-pillow/Pillow/blob/0adeb82e9886cdedb3917e8ddfaf46f69556a991/src/PIL/EpsImagePlugin.py; https://paper.seebug.org/1159/,source/vulhub/python/PIL-CVE-2018-16509,RCE,Jump_host,Python,docker compose up
rails,CVE-2018-3760,Ruby on Rails Path Traversal,N/A,source/vulhub/rails/CVE-2018-3760,"Path Traversal, Framework",Data,Ruby,docker compose up
rails,CVE-2019-5418,Ruby on Rails Path Traversal and Arbitrary File Read,https://groups.google.com/forum/#!topic/rubyonrails-security/pFRKI96Sm8Q; https://github.com/mpgn/CVE-2019-5418; https://xz.aliyun.com/t/4448,source/vulhub/rails/CVE-2019-5418,"Path Traversal, Framework",Data,Ruby,docker compose up
react,CVE-2025-55182,React Server Components Flight Protocol Deserialization RCE,https://react.dev/blog/2025/12/03/critical-security-vulnerability-in-react-server-components; https://nextjs.org/blog/CVE-2025-66478; https://github.com/ejpir/CVE-2025-55182-research; https://cloud.projectdiscovery.io/library/CVE-2025-55182; https://github.com/lachlan2k/React2Shell-CVE-2025-55182-original-poc,source/vulhub/react/CVE-2025-55182,"RCE, Deserialization, Framework",Jump_host,NodeJS,docker compose up
redis,CVE-2022-0543,Redis Lua Sandbox Bypass Command Execution,https://www.ubercomp.com/posts/2022-01-20_redis_on_debian_rce; https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=1005787,source/vulhub/redis/CVE-2022-0543,"RCE, Database",Data,Database,docker compose up
rocketchat,CVE-2021-22911,Rocket Chat Pre-Auth Blind NoSQL Injection,https://blog.sonarsource.com/nosql-injections-in-rocket-chat; https://www.exploit-db.com/exploits/50108; https://github.com/CsEnox/CVE-2021-22911; https://paper.seebug.org/1652/,source/vulhub/rocketchat/CVE-2021-22911,SQL Injection,Data,Unknown-Web,docker compose up
rocketmq,CVE-2023-33246,Apache RocketMQ Broker Remote Command Execution,https://github.com/I5N0rth/CVE-2023-33246; https://github.com/Le1a/CVE-2023-33246; https://paper.seebug.org/2081/; https://xz.aliyun.com/news/12137; https://xz.aliyun.com/news/12035,source/vulhub/rocketmq/CVE-2023-33246,"RCE, Message Queue",Jump_host,Java,docker compose up
rocketmq,CVE-2023-37582,Apache RocketMQ NameServer Arbitrary File Write,https://github.com/apache/rocketmq/pull/6843; https://drun1baby.top/2023/11/21/CVE-2023-37582-Apache-RocketMQ-RCE-%E6%BC%8F%E6%B4%9E%E5%88%86%E6%9E%90/; https://github.com/Malayke/CVE-2023-37582_EXPLOIT,source/vulhub/rocketmq/CVE-2023-37582,"File Upload, Message Queue",Jump_host,Java,docker compose up
ruby,CVE-2017-17405,Ruby Net::FTP Module Command Injection,https://blog.heroku.com/identifying-ruby-ftp-cve; https://www.exploit-db.com/exploits/43381,source/vulhub/ruby/CVE-2017-17405,RCE,Jump_host,Ruby,docker compose up
saltstack,CVE-2020-11651,SaltStack Information Disclosure Leads to Privilege Escalation,https://labs.f-secure.com/advisories/saltstack-authorization-bypass; https://github.com/rossengeorgiev/salt-security-backports; https://github.com/saltstack/salt/blob/a67d76b15615983d467ed81371b38b4a17e4f3b7/tests/integration/master/test_clear_funcs.py,source/vulhub/saltstack/CVE-2020-11651,"Privilege Escalation, Info Disclosure",Data,Python,docker compose up
saltstack,CVE-2020-11652,SaltStack Arbitrary File Read and Write,https://labs.f-secure.com/advisories/saltstack-authorization-bypass; https://github.com/rossengeorgiev/salt-security-backports][1]; https://github.com/jasperla/CVE-2020-11651-poc][2],source/vulhub/saltstack/CVE-2020-11652,"File Upload, Path Traversal",Jump_host,Python,docker compose up
saltstack,CVE-2020-16846,SaltStack Command Injection Remote Code Execution,https://mp.weixin.qq.com/s/R8qw_lWizGyeJS0jOcYXag; https://docs.saltstack.com/en/latest/ref/netapi/all/salt.netapi.rest_cherrypy.html,source/vulhub/saltstack/CVE-2020-16846,RCE,Jump_host,Python,docker compose up
samba,CVE-2017-7494,Samba Remote Command Execution,N/A,source/vulhub/samba/CVE-2017-7494,RCE,Data,Library/Tool,docker compose up
shiro,CVE-2010-3863,Apache Shiro Authentication Bypass,https://github.com/apache/shiro/commit/ab8294940a19743583d91f0c7e29b405d197cc34; https://xz.aliyun.com/t/11633#toc-2; https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2010-3863,source/vulhub/shiro/CVE-2010-3863,Auth Bypass,Data,Java,docker compose up
shiro,CVE-2016-4437,Apache Shiro 1.2.4 Deserialization Remote Code Execution,N/A,source/vulhub/shiro/CVE-2016-4437,"RCE, Deserialization, Hard Coding",Jump_host,Java,docker compose up
shiro,CVE-2020-1957,Apache Shiro Authentication Bypass,https://github.com/apache/shiro/commit/3708d7907016bf2fa12691dff6ff0def1249b8ce#diff-98f7bc5c0391389e56531f8b3754081aL139; https://xz.aliyun.com/t/8281; https://blog.spoock.com/2020/05/09/cve-2020-1957/,source/vulhub/shiro/CVE-2020-1957,Auth Bypass,Data,Java,docker compose up
solr,CVE-2017-12629,Apache Solr Remote Command Execution,https://www.exploit-db.com/exploits/43009/; https://paper.seebug.org/425/,source/vulhub/solr/CVE-2017-12629-RCE,RCE,Jump_host,Java,docker compose up
solr,CVE-2017-12629,Apache Solr XML External Entity Injection,https://www.exploit-db.com/exploits/43009/; https://paper.seebug.org/425/,source/vulhub/solr/CVE-2017-12629-XXE,XXE,Data,Java,docker compose up
solr,CVE-2019-0193,Apache Solr Remote Command Execution,https://mp.weixin.qq.com/s/typLOXZCev_9WH_Ux0s6oA; https://paper.seebug.org/1009/,source/vulhub/solr/CVE-2019-0193,RCE,Jump_host,Java,docker compose up
solr,CVE-2019-17558,Apache Solr Remote Code Execution Via Velocity Template,https://nvd.nist.gov/vuln/detail/CVE-2019-17558; https://issues.apache.org/jira/browse/SOLR-13971; https://gist.github.com/s00py/a1ba36a3689fa13759ff910e179fc133; https://github.com/jas502n/solr_rce,source/vulhub/solr/CVE-2019-17558,"RCE, Expression Injection",Jump_host,Java,docker compose up
spring,CVE-2016-4977,Spring Security Oauth2 Remote Command Execution,N/A,source/vulhub/spring/CVE-2016-4977,"RCE, Framework",Jump_host,Java,docker compose up
spring,CVE-2017-4971,Spring WebFlow Remote Code Execution,https://threathunter.org/topic/593d562353ab369c55425a90; https://pivotal.io/security/cve-2017-4971,source/vulhub/spring/CVE-2017-4971,"RCE, Framework",Jump_host,Java,docker compose up
spring,CVE-2017-8046,Spring Data Rest Remote Command Execution,http://xxlegend.com/2017/09/29/Spring%20Data%20Rest服务器PATCH请求远程代码执行漏洞CVE-2017-8046补充分析/; https://tech.meituan.com/Spring_Data_REST_远程代码执行漏洞%28CVE-2017-8046%29_分析与复现.html,source/vulhub/spring/CVE-2017-8046,"RCE, Framework",Jump_host,Java,docker compose up
spring,CVE-2018-1270,Spring Messaging Remote Command Execution,https://pivotal.io/security/cve-2018-1270; https://xz.aliyun.com/t/2252; https://cert.360.cn/warning/detail?id=3efa573a1116c8e6eed3b47f78723f12; https://github.com/CaledoniaProject/CVE-2018-1270,source/vulhub/spring/CVE-2018-1270,"RCE, Framework",Jump_host,Java,docker compose up
spring,CVE-2018-1273,Spring Data Commons Remote Command Execution,https://pivotal.io/security/cve-2018-1273; https://xz.aliyun.com/t/2269; https://mp.weixin.qq.com/s?__biz=MzU0NzYzMzU0Mw==&mid=2247483666&idx=1&sn=91e3b2aab354c55e0677895c02fb068c,source/vulhub/spring/CVE-2018-1273,"RCE, Framework",Jump_host,Java,docker compose up
spring,CVE-2022-22947,Spring Cloud Gateway Actuator API SpEL Expression Injection Command Execution,https://tanzu.vmware.com/security/cve-2022-22947; https://wya.pl/2022/02/26/cve-2022-22947-spel-casting-and-evil-beans/,source/vulhub/spring/CVE-2022-22947,"RCE, Expression Injection, Framework",Jump_host,Java,docker compose up
spring,CVE-2022-22963,Spring Cloud Function SpEL Expression Command Injection,https://tanzu.vmware.com/security/cve-2022-22963; https://mp.weixin.qq.com/s/onYJWIESgLaWS64lCgsKdw; https://github.com/spring-cloud/spring-cloud-function/commit/0e89ee27b2e76138c16bcba6f4bca906c4f3744f,source/vulhub/spring/CVE-2022-22963,"RCE, Expression Injection, Framework",Jump_host,Java,docker compose up
spring,CVE-2022-22965,Spring Framework Data Binding Remote Code Execution on JDK 9+,https://tanzu.vmware.com/security/cve-2022-22965; https://www.lunasec.io/docs/blog/spring-rce-vulnerabilities/,source/vulhub/spring/CVE-2022-22965,"RCE, Framework",Jump_host,Java,docker compose up
spring,CVE-2022-22978,Spring Security Authorization Bypass in RegexRequestMatcher,https://tanzu.vmware.com/security/cve-2022-22978; https://github.com/DeEpinGh0st/CVE-2022-22978,source/vulhub/spring/CVE-2022-22978,"Auth Bypass, Framework",Data,Java,docker compose up
struts2,CVE-2010-1870,S2-005 Remote Code Execution,N/A,source/vulhub/struts2/s2-005,"RCE, Framework",Jump_host,Java,docker compose up
struts2,CVE-2012-0391,S2-008 Remote Code Execution,N/A,source/vulhub/struts2/s2-008,"RCE, Framework",Jump_host,Java,docker compose up
struts2,CVE-2011-3923,S2-009 Remote Code Execution,N/A,source/vulhub/struts2/s2-009,"RCE, Framework",Jump_host,Java,docker compose up
struts2,CVE-2013-1965,S2-012 Remote Code Execution,N/A,source/vulhub/struts2/s2-012,"RCE, Framework",Jump_host,Java,docker compose up
struts2,CVE-2013-1966,S2-013 Remote Code Execution,N/A,source/vulhub/struts2/s2-013,"RCE, Framework",Jump_host,Java,docker compose up
struts2,"CVE-2013-2134, CVE-2013-2135",S2-015 Remote Code Execution,N/A,source/vulhub/struts2/s2-015,"RCE, Framework",Jump_host,Java,docker compose up
struts2,CVE-2013-2251,S2-016 Remote Code Execution,N/A,source/vulhub/struts2/s2-016,"RCE, Framework",Jump_host,Java,docker compose up
struts2,CVE-2016-3081,S2-032 Remote Code Execution,https://cwiki.apache.org/confluence/display/WW/S2-032; https://www.cnblogs.com/mrchang/p/6501428.html,source/vulhub/struts2/s2-032,"RCE, Framework",Jump_host,Java,docker compose up
struts2,CVE-2017-5638,S2-045 Remote Code Execution,http://struts.apache.org/docs/s2-045.html; https://nsfocusglobal.com/apache-struts2-remote-code-execution-vulnerability-s2-045/,source/vulhub/struts2/s2-045,"RCE, Framework",Jump_host,Java,docker compose up
struts2,CVE-2017-5638,S2-046 Remote Code Execution,https://cwiki.apache.org/confluence/display/WW/S2-046; https://xz.aliyun.com/t/221,source/vulhub/struts2/s2-046,"RCE, Framework",Jump_host,Java,docker compose up
struts2,CVE-2017-9791,S2-048 Remote Code Execution,N/A,source/vulhub/struts2/s2-048,"RCE, Framework",Jump_host,Java,docker compose up
struts2,CVE-2017-9805,S2-052 Remote Code Execution,N/A,source/vulhub/struts2/s2-052,"RCE, Framework",Jump_host,Java,docker compose up
struts2,CVE-2017-12611,S2-053 Remote Code Execution,N/A,source/vulhub/struts2/s2-053,"RCE, Framework",Jump_host,Java,docker compose up
struts2,CVE-2018-11776,Struts2 S2-057 Remote Command Execution,N/A,source/vulhub/struts2/s2-057,"RCE, Framework",Jump_host,Java,docker compose up
struts2,CVE-2019-0230,Struts2 S2-059 Remote Command Execution,https://cwiki.apache.org/confluence/display/WW/S2-059; https://securitylab.github.com/research/ognl-apache-struts-exploit-CVE-2018-11776,source/vulhub/struts2/s2-059,"RCE, Framework",Jump_host,Java,docker compose up
struts2,CVE-2020-17530,Struts2 S2-061 Remote Command Execution,https://cwiki.apache.org/confluence/display/WW/S2-061; https://github.com/ka1n4t/CVE-2020-17530; https://www.anquanke.com/post/id/225252; https://mp.weixin.qq.com/s/RD2HTMn-jFxDIs4-X95u6g,source/vulhub/struts2/s2-061,"RCE, Framework",Jump_host,Java,docker compose up
struts2,CVE-2023-50164,Struts2 S2-066 Upload Path Traversal,https://cwiki.apache.org/confluence/display/WW/s2-066; https://y4tacker.github.io/2023/12/09/year/2023/12/Apache-Struts2-%E6%96%87%E4%BB%B6%E4%B8%8A%E4%BC%A0%E5%88%86%E6%9E%90-S2-066/,source/vulhub/struts2/s2-066,"Path Traversal, Framework",Data,Java,docker compose up
struts2,CVE-2024-53677,Struts2 S2-067 Upload Path Traversal,https://cwiki.apache.org/confluence/display/WW/s2-067; https://y4tacker.github.io/2024/12/16/year/2024/12/Apache-Struts2-%E6%96%87%E4%BB%B6%E4%B8%8A%E4%BC%A0%E9%80%BB%E8%BE%91%E7%BB%95%E8%BF%87-CVE-2024-53677-S2-067/,source/vulhub/struts2/s2-067,"Path Traversal, Framework",Data,Java,docker compose up
superset,CVE-2023-27524,Apache Superset Hardcoded JWT Secret Key Leads to Authentication Bypass,https://www.horizon3.ai/attack-research/disclosures/cve-2023-27524-insecure-default-configuration-in-apache-superset-leads-to-remote-code-execution/; https://github.com/horizon3ai/CVE-2023-27524,source/vulhub/superset/CVE-2023-27524,"Auth Bypass, Hard Coding",Data,Python,docker compose up
superset,CVE-2023-37941,Apache Superset Python Pickle Deserialization Leads to RCE,https://www.horizon3.ai/attack-research/disclosures/apache-superset-part-ii-rce-credential-harvesting-and-more/; https://github.com/Barroqueiro/CVE-2023-37941; https://forum.butian.net/share/2458,source/vulhub/superset/CVE-2023-37941,"RCE, Deserialization",Jump_host,Python,docker compose up
supervisor,CVE-2017-11610,Supervisord XML-RPC Remote Command Execution,https://www.leavesongs.com/PENETRATION/supervisord-RCE-CVE-2017-11610.html; https://blogs.securiteam.com/index.php/archives/3348; https://github.com/Supervisor/supervisor/commit/90c5df80777bfec03d041740465027f83d22e27b,source/vulhub/supervisor/CVE-2017-11610,RCE,Jump_host,Python,docker compose up
teamcity,CVE-2023-42793,Jetbrains TeamCity Authentication Bypass and Remote Command Execution,https://www.sonarsource.com/blog/teamcity-vulnerability/; https://blog.projectdiscovery.io/cve-2023-42793-vulnerability-in-jetbrains-teamcity/,source/vulhub/teamcity/CVE-2023-42793,"RCE, Auth Bypass",Jump_host,Java,docker compose up
tikiwiki,CVE-2020-15906,Tiki Wiki CMS Groupware Authentication Bypass,https://info.tiki.org/article473-Security-Releases-of-all-Tiki-versions-since-16-3; https://github.com/S1lkys/CVE-2020-15906; http://packetstormsecurity.com/files/159663/Tiki-Wiki-CMS-Groupware-21.1-Authentication-Bypass.html; https://srcincite.io/pocs/cve-2021-26119.py.txt,source/vulhub/tikiwiki/CVE-2020-15906,Auth Bypass,Data,Unknown-Web,docker compose up
tomcat,CVE-2017-12615,Tomcat Arbitrary Writing of Files in the PUT Method,http://wooyun.jozxing.cc/static/bugs/wooyun-2015-0107097.html; https://mp.weixin.qq.com/s?__biz=MzI1NDg4MTIxMw==&mid=2247483659&idx=1&sn=c23b3a3b3b43d70999bdbe644e79f7e5; https://mp.weixin.qq.com/s?__biz=MzU3ODAyMjg4OQ==&mid=2247483805&idx=1&sn=503a3e29165d57d3c20ced671761bb5e,source/vulhub/tomcat/CVE-2017-12615,"File Upload, Webserver",Jump_host,Java,docker compose up
tomcat,CVE-2020-1938,Apache Tomcat AJP Bug,https://www.chaitin.cn/en/ghostcat; https://www.cnvd.org.cn/webinfo/show/5415; https://mp.weixin.qq.com/s/D1hiKJpah3NhEBLwtTodsg; https://mp.weixin.qq.com/s/GzqLkwlIQi_i3AVIXn59FQ,source/vulhub/tomcat/CVE-2020-1938,"Auth Bypass, Path Traversal, Webserver",Data,Java,docker compose up
tomcat,CVE-2025-24813,Tomcat Session Deserialization Remote Code Execution,N/A,source/vulhub/tomcat/CVE-2025-24813,"RCE, Deserialization, Webserver",Jump_host,Java,docker compose up
unomi,CVE-2020-13942,Apache Unomi Expression Language Injection RCE,N/A,source/vulhub/unomi/CVE-2020-13942,"RCE, Expression Injection",Jump_host,Java,docker compose up
uwsgi,CVE-2018-7490,uWSGI PHP Directory Traversal,N/A,source/vulhub/uwsgi/CVE-2018-7490,Path Traversal,Data,Python,docker compose up
vite,CVE-2025-30208,Vite Development Server Arbitrary File Read Bypass,https://github.com/vitejs/vite/security/advisories/GHSA-x574-m823-4x7w; https://nvd.nist.gov/vuln/detail/CVE-2025-30208,source/vulhub/vite/CVE-2025-30208,Path Traversal,Data,NodeJS,docker compose up
weblogic,CVE-2017-10271,WebLogic < 10.3.6 'wls-wsat' XMLDecoder Deserialization Remote Command Execution,https://www.exploit-db.com/exploits/43458/; https://paper.seebug.org/487/; https://github.com/Tom4t0/Tom4t0.github.io/blob/master/_posts/2017-12-22-WebLogic%20WLS-WebServices组件反序列化漏洞分析.md; http://blog.diniscruz.com/2013/08/using-xmldecoder-to-execute-server-side.html,source/vulhub/weblogic/CVE-2017-10271,"RCE, Deserialization, Webserver",Jump_host,Java,docker compose up
weblogic,CVE-2018-2628,Weblogic WLS Core Components Deserialization Remote Command Execution,http://www.oracle.com/technetwork/security-advisory/cpuapr2018-3678067.html; http://mp.weixin.qq.com/s/nYY4zg2m2xsqT0GXa9pMGA; https://github.com/tdy218/ysoserial-cve-2018-2628,source/vulhub/weblogic/CVE-2018-2628,"RCE, Deserialization, Webserver",Jump_host,Java,docker compose up
weblogic,CVE-2018-2894,WebLogic Arbitrary File Upload,http://www.oracle.com/technetwork/security-advisory/cpujul2018-4258247.html; https://mp.weixin.qq.com/s/y5JGmM-aNaHcs_6P9a-gRQ; https://xz.aliyun.com/t/2458,source/vulhub/weblogic/CVE-2018-2894,"File Upload, Webserver",Jump_host,Java,docker compose up
weblogic,CVE-2020-14882,WebLogic Management Console Unauthorized Remote Command Execution,https://www.oracle.com/security-alerts/cpuoct2020traditional.html; https://testbnull.medium.com/weblogic-rce-by-only-one-get-request-cve-2020-14882-analysis-6e4b09981dbf,source/vulhub/weblogic/CVE-2020-14882,"RCE, Webserver",Jump_host,Java,docker compose up
weblogic,CVE-2023-21839,WebLogic Pre-Auth Remote Command Execution,https://www.oracle.com/security-alerts/cpujan2023.html; https://nvd.nist.gov/vuln/detail/CVE-2023-21839; https://github.com/houqe/POC_CVE-2023-21839,source/vulhub/weblogic/CVE-2023-21839,"RCE, Webserver",Jump_host,Java,docker compose up
webmin,CVE-2019-15107,Webmin Remote Command Execution,N/A,source/vulhub/webmin/CVE-2019-15107,RCE,Jump_host,Perl,docker compose up
xstream,CVE-2021-21351,XStream Deserialization Command Execution,N/A,source/vulhub/xstream/CVE-2021-21351,"RCE, Deserialization",Jump_host,Java,docker compose up
xstream,CVE-2021-29505,XStream Deserialization Command Execution,N/A,source/vulhub/xstream/CVE-2021-29505,"RCE, Deserialization",Jump_host,Java,docker compose up
zabbix,CVE-2016-10134,Zabbix latest.php SQL Injection,https://support.zabbix.com/browse/ZBX-11023; https://www.exploit-db.com/exploits/40237; https://www.exploit-db.com/exploits/40353,source/vulhub/zabbix/CVE-2016-10134,SQL Injection,Data,Java,docker compose up
zabbix,CVE-2017-2824,Zabbix Server Active Proxy Trapper Command Injection,https://talosintelligence.com/reports/TALOS-2017-0325; https://support.zabbix.com/browse/ZBX-12075,source/vulhub/zabbix/CVE-2017-2824,RCE,Jump_host,Java,docker compose up
zabbix,CVE-2020-11800,Zabbix Server Active Proxy Trapper Command Injection Bypass,https://xz.aliyun.com/t/8991,source/vulhub/zabbix/CVE-2020-11800,RCE,Jump_host,Java,docker compose up
